,Open,High,Low,Close,Adj Close,Volume,OHrate,HM4UP,HM8UP,HM10UP,Olrate,LM4DN,LM8DN,LM10DN,BAA,CSUSHPINSA,PCE,LREMTTTTUSM156S,DGORDER,TWEXBMTH,UNRATENSA,TCU,INDPRO,PPIACO,CPIAUCSL,HOUST,HSN1F,FEDFUNDS,USSLIND,TOTALSA,NEWORDER,UMCSENT,AMBNS,EXJPUS,EXKOUS,EXCHUS,T10Y2YM,XTEXVA01CNM667S,GACDFSA066MSFRBPHI,XTIMVA01KRM667S,KORPROINDMISMEI,KORCPIALLMINMEI,LRUNTTTTKRM156S,IR3TCD01KRM156N
AMBNS,0.6355984154179953,0.5997344906532618,0.6476740857292577,0.6283607075012442,0.6283607075012442,-0.19184846880340775,-0.3603843320378034,-0.2964594360430737,-0.2772734917696663,-0.1778393443071926,0.0495729317673776,-0.018127723096421175,-0.06041640395571457,-0.07828954710734914,-0.7598325554119947,0.7083447742241201,0.7854566977817736,0.5958631956283912,0.7675226529685549,0.6308370103353127,-0.867954242109674,0.6562744008121768,0.8510594282669506,0.3469681092720072,0.8221200109261165,0.8710295418725164,0.713000983922368,0.2914351921603073,0.6098365621359917,0.924297354683455,0.5491761375579405,0.7914579430372666,1.0,0.7959616103215603,-0.4391021197744208,-0.35080391649421805,-0.5872654934368894,0.8096234637779304,0.2614355283148317,0.2777567896614314,0.7577407081319415,0.86356588107774,0.0936109393503328,-0.6581009906621327
EXJPUS,0.4238688409118033,0.3945811558275621,0.45063550848367506,0.4210717230362619,0.4210717230362619,-0.09209575936189622,-0.2545114937151002,-0.22235205562550767,-0.13289781279979862,-0.1250067407556605,0.09781668738735592,-0.023062330058848116,-0.0741483437070853,-0.08623004618328439,-0.4168442725504775,0.803203850207327,0.7434193641274007,0.7439360943787386,0.46745464915345625,0.8128718028798857,-0.8192380911083261,0.2799497571766707,0.6425863232091502,-0.11242931746645385,0.6935214822720884,0.8131243202144838,0.7844714171779875,0.4130975502908903,0.20690518783723244,0.764660416184249,0.14507541331199392,0.8504995815129841,0.7959616103215603,1.0,-0.024382322722674682,0.029971059151864366,-0.5505510089899481,0.5547185457548363,0.2956869681130963,-0.15655279196035093,0.45486114267131783,0.6790470811062798,0.42804150847295563,-0.8756522685494925
EXKOUS,-0.4986827990803526,-0.46383776900548623,-0.4465849495097903,-0.4430684214354159,-0.4430684214354159,0.32644446409971245,0.3124683846585682,0.21108681937974033,0.22086739218214177,0.17981724170141125,0.1574285991007835,-0.10849458323579271,-0.08844244642290502,-0.08114366798625026,0.5153330760594718,-0.09199892047701964,-0.22083145033532547,0.05528381234042464,-0.5834619055083736,0.18592329165413676,0.2168857096895059,-0.6889498642359114,-0.512434402773146,-0.7661195416722465,-0.34273091320471116,-0.24545174822628943,-0.08590327201029864,-0.041405961545328905,-0.5823276618008472,-0.32018261830275174,-0.6346457023515297,-0.1335452752668599,-0.4391021197744208,-0.024382322722674682,1.0,0.5905085105302794,0.03878577894554041,-0.5462360799526317,-0.28641076913377816,-0.7434198101114013,-0.47298174936585385,-0.37329552513649567,0.23798807463367855,-0.12489424408702618
EXCHUS,-0.09296907589431164,-0.04542344692061254,-0.059477282884882146,-0.05833294342010171,-0.05833294342010171,0.04696363557839063,0.24548204350433003,0.1945154367206808,0.19739749326567038,0.05705232952110792,0.11386871129053577,-0.17986414723621824,-0.02817332473910314,-0.03501893537217683,0.30891068628691404,0.2683617659153414,0.11208878155540945,0.36357646871528954,-0.329403771827937,0.4121878092184325,-0.012407174363984154,-0.5054923230941228,-0.27513143356427977,-0.597422800130313,-0.03545023513870623,-0.049492866817766344,0.19152811267964326,0.42492500980202946,-0.5649821542012785,-0.24800608531856208,-0.5248946418272482,0.07612038248018696,-0.35080391649421805,0.029971059151864366,0.5905085105302794,1.0,-0.16895497117909924,-0.36821949615485255,0.19874423347302742,-0.4730988085662331,-0.19155575000989206,-0.1196409195122262,0.5881786530415708,-0.3231019936824496
T10Y2YM,-0.6551275089859988,-0.6563727085089884,-0.6588094484889756,-0.6486655512667464,-0.6486655512667464,-0.13216499961375766,0.1880755338823638,0.10768596049438191,0.1362102613949988,0.0939317013036178,-0.032157404976897515,0.0136816128605337,-0.028502718398679436,0.07261809541127004,0.6959118223831028,-0.8359679410462526,-0.9046022091887197,-0.858330119359775,-0.683975130795909,-0.8258395102514806,0.8556775023278038,-0.4958308197615213,-0.7644057098148231,-0.18303816054561542,-0.8781851906503001,-0.8104745098652163,-0.8502544359186313,-0.7872184082286101,-0.2613010768295698,-0.7414977732159933,-0.4866706245356401,-0.7805917379869943,-0.5872654934368894,-0.5505510089899481,0.03878577894554041,-0.16895497117909924,1.0,-0.6831563701468859,-0.12565621856944198,-0.20794468549624967,-0.7171070398766407,-0.8557187798229199,-0.3130150515328335,0.6663970783510064
XTEXVA01CNM667S,0.7323621090236093,0.7012819179678855,0.7140599668950314,0.700878317382178,0.700878317382178,-0.17137324703460347,-0.37209303340939637,-0.23082140449637498,-0.31206277409499267,-0.20659246120492122,-0.04329141293677949,0.0747948119190473,0.0034628721224927365,-0.03212045236586008,-0.7990184628667136,0.6407268816379612,0.7871349577650816,0.5487129713633032,0.8860634123003234,0.5123465561058728,-0.7844480780085998,0.8529290084832211,0.9273464628135961,0.6153004918219978,0.8547990985614531,0.7767847257849909,0.6498255263035662,0.4803499270017941,0.6911452497836504,0.8278295413380974,0.7888183865914487,0.703462855226998,0.8096234637779304,0.5547185457548363,-0.5462360799526317,-0.36821949615485255,-0.6831563701468859,1.0,0.24679239196048494,0.5962737524245688,0.8648100486328335,0.8879780694401418,-0.02412641740911855,-0.4327918710219703
GACDFSA066MSFRBPHI,0.4754773358774371,0.5003872224892392,0.5155703446914013,0.5067824719844449,0.5067824719844449,-0.2590380580752451,-0.03812448701670074,0.03442638068188142,-0.03945786139890787,-0.17257114269593415,0.14816218654884142,-0.23376890168115724,-0.08488290339688309,-0.11562000807316783,-0.24150134844281035,0.3983599824478454,0.3533449406635868,0.33497074198288446,0.26928436924276417,0.2633018364305813,-0.31008684661609964,0.2131716597356684,0.2958075491709284,0.1319612430749327,0.33165994236510876,0.29375589314725575,0.34216149368958265,0.34126570412837187,0.19951791623047366,0.22042246446969002,0.13492804857376325,0.4121053634521418,0.2614355283148317,0.2956869681130963,-0.28641076913377816,0.19874423347302742,-0.12565621856944198,0.24679239196048494,1.0,0.22701170408802843,0.31397167948683585,0.2961039172401339,0.3254347753658681,-0.3368491696496605
XTIMVA01KRM667S,0.5470591323526435,0.5438583901189684,0.4815857438501611,0.5084560638527317,0.5084560638527317,-0.23406068990856244,-0.19079788263150213,-0.06929720148731214,-0.19110025751453705,-0.10182975934130388,-0.1990285832255253,0.13320154553228286,0.15257495987850428,0.10043712505565335,-0.4962828520690221,0.08018304424175343,0.27748764370962453,-0.011306960451459935,0.6745362995764788,-0.15451288421188505,-0.19749713324988,0.817175865085312,0.567000111238856,0.9501920365390178,0.4117436062839596,0.1832542484173312,0.04190199643932767,0.2556795833294833,0.6162912830711691,0.28163067965154454,0.863271875474035,0.09118129414012081,0.2777567896614314,-0.15655279196035093,-0.7434198101114013,-0.4730988085662331,-0.20794468549624967,0.5962737524245688,0.22701170408802843,1.0,0.6266213669755955,0.44451476347502195,-0.34334121702557546,0.28266294641381307
KORPROINDMISMEI,0.8258971505798415,0.811660504391313,0.8097352683350562,0.80726474784819,0.80726474784819,-0.18364717027087998,-0.3289778107982424,-0.22883543757937566,-0.3130442473725726,-0.21590027814967966,-0.03536166264161374,0.023214019178993333,0.03614745662237331,-0.015665993221189826,-0.8370344493460248,0.6561287442553653,0.8202941826231988,0.5562155898705962,0.8911616520314347,0.5641074286810259,-0.7897106867419481,0.8359325371155045,0.8884663830197247,0.5985142058053855,0.8711733231404931,0.7747250484925636,0.6338739848329826,0.5271952051010651,0.7304698843588425,0.816687553339662,0.7872982271334419,0.7008318509147758,0.7577407081319415,0.45486114267131783,-0.47298174936585385,-0.19155575000989206,-0.7171070398766407,0.8648100486328335,0.31397167948683585,0.6266213669755955,1.0,0.9115161671004491,-0.003689747694283367,-0.45531733305779937
KORCPIALLMINMEI,0.8053035108576657,0.7864215860704126,0.7974891968735124,0.7864535582310631,0.7864535582310631,-0.10438243840652722,-0.33300184263205135,-0.23833723416459135,-0.24464193424969974,-0.17759049875666402,-0.005347397564538368,0.02017762930672857,0.01966374548339349,-0.04631466445300825,-0.821925383775737,0.8492693841381539,0.9576324498369475,0.7840313054184833,0.8872363431470299,0.7608278465024306,-0.9453832833323056,0.7425806805331827,0.9486183557861182,0.45806330903849063,0.9856784614543804,0.9237838284553214,0.840209221683532,0.6573417232885981,0.5595314860584534,0.9217694297857888,0.6924821279042829,0.8584474744234308,0.86356588107774,0.6790470811062798,-0.37329552513649567,-0.1196409195122262,-0.8557187798229199,0.8879780694401418,0.2961039172401339,0.44451476347502195,0.9115161671004491,1.0,0.18547177291264896,-0.6610603115083193
LRUNTTTTKRM156S,0.14101631435641693,0.15328106698678354,0.16733578105770425,0.1455976805734356,0.1455976805734356,0.07528237122974275,0.023570826552103588,-0.016343313918279274,0.11556711390179963,0.02186068707412038,0.10136991803515225,-0.15267535001267205,-0.04050265174478744,-0.07761486812925619,0.10427831181186788,0.525375798266136,0.38850526455740414,0.5862468206603016,0.006009654445500148,0.5642670138650753,-0.3208243593023357,-0.19582935540879087,0.10474573186576654,-0.400670347836442,0.26771924100108335,0.2989682230997937,0.45121334414365044,0.5177690176949686,-0.34666453426758664,0.11252527454220901,-0.30162383123787434,0.41009977962679534,0.0936109393503328,0.42804150847295563,0.23798807463367855,0.5881786530415708,-0.3130150515328335,-0.02412641740911855,0.3254347753658681,-0.34334121702557546,-0.003689747694283367,0.18547177291264896,1.0,-0.5333828345349296
IR3TCD01KRM156N,-0.4737066454274453,-0.46193754975986673,-0.5264062284489212,-0.4920822592962224,-0.4920822592962224,0.05156460919962879,0.18964870035863268,0.1701381833085265,0.12263245862787422,0.12049390483933031,-0.18440543495733122,0.12923026728705436,0.12573377170551908,0.14469733883639807,0.4359290377163273,-0.8774750086027263,-0.7844931430311782,-0.8511286526098991,-0.37655384915854734,-0.9112679635479962,0.8246447374385,-0.11776344666799178,-0.5329624729688596,0.2900615633723582,-0.69138875555698,-0.816408666974934,-0.8568301785889981,-0.5338668001246535,-0.059193681583013275,-0.6979347227425985,0.008028849155728905,-0.8510435757083302,-0.6581009906621327,-0.8756522685494925,-0.12489424408702618,-0.3231019936824496,0.6663970783510064,-0.4327918710219703,-0.3368491696496605,0.28266294641381307,-0.45531733305779937,-0.6610603115083193,-0.5333828345349296,1.0
