feature,recall
"['Volume', 'HSN1F', 'USSLIND', 'LRUNTTTTKRM156S']",0.125
"['Volume', 'HSN1F', 'USSLIND', 'IR3TCD01KRM156N']",0.25
"['Volume', 'HSN1F', 'TOTALSA', 'NEWORDER']",0
"['Volume', 'HSN1F', 'TOTALSA', 'UMCSENT']",0
"['Volume', 'HSN1F', 'TOTALSA', 'AMBNS']",0.25
"['Volume', 'HSN1F', 'TOTALSA', 'EXJPUS']",0
"['Volume', 'HSN1F', 'TOTALSA', 'EXKOUS']",0.375
"['Volume', 'HSN1F', 'TOTALSA', 'EXCHUS']",0.25
"['Volume', 'HSN1F', 'TOTALSA', 'T10Y2YM']",0
"['Volume', 'HSN1F', 'TOTALSA', 'XTEXVA01CNM667S']",0.25
"['Volume', 'HSN1F', 'TOTALSA', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'HSN1F', 'TOTALSA', 'XTIMVA01KRM667S']",0.125
"['Volume', 'HSN1F', 'TOTALSA', 'KORPROINDMISMEI']",0
"['Volume', 'HSN1F', 'TOTALSA', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'TOTALSA', 'LRUNTTTTKRM156S']",0
"['Volume', 'HSN1F', 'TOTALSA', 'IR3TCD01KRM156N']",0.25
"['Volume', 'HSN1F', 'NEWORDER', 'UMCSENT']",0
"['Volume', 'HSN1F', 'NEWORDER', 'AMBNS']",0
"['Volume', 'HSN1F', 'NEWORDER', 'EXJPUS']",0
"['Volume', 'HSN1F', 'NEWORDER', 'EXKOUS']",0.125
"['Volume', 'HSN1F', 'NEWORDER', 'EXCHUS']",0
"['Volume', 'HSN1F', 'NEWORDER', 'T10Y2YM']",0
"['Volume', 'HSN1F', 'NEWORDER', 'XTEXVA01CNM667S']",0.125
"['Volume', 'HSN1F', 'NEWORDER', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'HSN1F', 'NEWORDER', 'XTIMVA01KRM667S']",0.125
"['Volume', 'HSN1F', 'NEWORDER', 'KORPROINDMISMEI']",0
"['Volume', 'HSN1F', 'NEWORDER', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'NEWORDER', 'LRUNTTTTKRM156S']",0
"['Volume', 'HSN1F', 'NEWORDER', 'IR3TCD01KRM156N']",0.125
"['Volume', 'HSN1F', 'UMCSENT', 'AMBNS']",0.25
"['Volume', 'HSN1F', 'UMCSENT', 'EXJPUS']",0
"['Volume', 'HSN1F', 'UMCSENT', 'EXKOUS']",0
"['Volume', 'HSN1F', 'UMCSENT', 'EXCHUS']",0
"['Volume', 'HSN1F', 'UMCSENT', 'T10Y2YM']",0
"['Volume', 'HSN1F', 'UMCSENT', 'XTEXVA01CNM667S']",0
"['Volume', 'HSN1F', 'UMCSENT', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'HSN1F', 'UMCSENT', 'XTIMVA01KRM667S']",0
"['Volume', 'HSN1F', 'UMCSENT', 'KORPROINDMISMEI']",0
"['Volume', 'HSN1F', 'UMCSENT', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'UMCSENT', 'LRUNTTTTKRM156S']",0
"['Volume', 'HSN1F', 'UMCSENT', 'IR3TCD01KRM156N']",0.375
"['Volume', 'HSN1F', 'AMBNS', 'EXJPUS']",0
"['Volume', 'HSN1F', 'AMBNS', 'EXKOUS']",0
"['Volume', 'HSN1F', 'AMBNS', 'EXCHUS']",0.5
"['Volume', 'HSN1F', 'AMBNS', 'T10Y2YM']",0.25
"['Volume', 'HSN1F', 'AMBNS', 'XTEXVA01CNM667S']",0.375
"['Volume', 'HSN1F', 'AMBNS', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'HSN1F', 'AMBNS', 'XTIMVA01KRM667S']",0
"['Volume', 'HSN1F', 'AMBNS', 'KORPROINDMISMEI']",0
"['Volume', 'HSN1F', 'AMBNS', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'AMBNS', 'LRUNTTTTKRM156S']",0
"['Volume', 'HSN1F', 'AMBNS', 'IR3TCD01KRM156N']",0.375
"['Volume', 'HSN1F', 'EXJPUS', 'EXKOUS']",0
"['Volume', 'HSN1F', 'EXJPUS', 'EXCHUS']",0
"['Volume', 'HSN1F', 'EXJPUS', 'T10Y2YM']",0
"['Volume', 'HSN1F', 'EXJPUS', 'XTEXVA01CNM667S']",0
"['Volume', 'HSN1F', 'EXJPUS', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'HSN1F', 'EXJPUS', 'XTIMVA01KRM667S']",0.125
"['Volume', 'HSN1F', 'EXJPUS', 'KORPROINDMISMEI']",0
"['Volume', 'HSN1F', 'EXJPUS', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'EXJPUS', 'LRUNTTTTKRM156S']",0
"['Volume', 'HSN1F', 'EXJPUS', 'IR3TCD01KRM156N']",0
"['Volume', 'HSN1F', 'EXKOUS', 'EXCHUS']",0.125
"['Volume', 'HSN1F', 'EXKOUS', 'T10Y2YM']",0
"['Volume', 'HSN1F', 'EXKOUS', 'XTEXVA01CNM667S']",0.25
"['Volume', 'HSN1F', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'HSN1F', 'EXKOUS', 'XTIMVA01KRM667S']",0.375
"['Volume', 'HSN1F', 'EXKOUS', 'KORPROINDMISMEI']",0
"['Volume', 'HSN1F', 'EXKOUS', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'EXKOUS', 'LRUNTTTTKRM156S']",0.25
"['Volume', 'HSN1F', 'EXKOUS', 'IR3TCD01KRM156N']",0.375
"['Volume', 'HSN1F', 'EXCHUS', 'T10Y2YM']",0
"['Volume', 'HSN1F', 'EXCHUS', 'XTEXVA01CNM667S']",0
"['Volume', 'HSN1F', 'EXCHUS', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'HSN1F', 'EXCHUS', 'XTIMVA01KRM667S']",0.375
"['Volume', 'HSN1F', 'EXCHUS', 'KORPROINDMISMEI']",0
"['Volume', 'HSN1F', 'EXCHUS', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'EXCHUS', 'LRUNTTTTKRM156S']",0.125
"['Volume', 'HSN1F', 'EXCHUS', 'IR3TCD01KRM156N']",0.25
"['Volume', 'HSN1F', 'T10Y2YM', 'XTEXVA01CNM667S']",0
"['Volume', 'HSN1F', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'HSN1F', 'T10Y2YM', 'XTIMVA01KRM667S']",0.125
"['Volume', 'HSN1F', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['Volume', 'HSN1F', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['Volume', 'HSN1F', 'T10Y2YM', 'IR3TCD01KRM156N']",0
"['Volume', 'HSN1F', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'HSN1F', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0.5
"['Volume', 'HSN1F', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['Volume', 'HSN1F', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0
"['Volume', 'HSN1F', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0.25
"['Volume', 'HSN1F', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0.25
"['Volume', 'HSN1F', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['Volume', 'HSN1F', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['Volume', 'HSN1F', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0
"['Volume', 'HSN1F', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['Volume', 'HSN1F', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['Volume', 'HSN1F', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.25
"['Volume', 'HSN1F', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['Volume', 'HSN1F', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['Volume', 'HSN1F', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['Volume', 'HSN1F', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['Volume', 'HSN1F', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0
"['Volume', 'HSN1F', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.125
"['Volume', 'FEDFUNDS', 'USSLIND', 'TOTALSA']",0
"['Volume', 'FEDFUNDS', 'USSLIND', 'NEWORDER']",0.25
"['Volume', 'FEDFUNDS', 'USSLIND', 'UMCSENT']",0.375
"['Volume', 'FEDFUNDS', 'USSLIND', 'AMBNS']",0.125
"['Volume', 'FEDFUNDS', 'USSLIND', 'EXJPUS']",0
"['Volume', 'FEDFUNDS', 'USSLIND', 'EXKOUS']",0.25
"['Volume', 'FEDFUNDS', 'USSLIND', 'EXCHUS']",0
"['Volume', 'FEDFUNDS', 'USSLIND', 'T10Y2YM']",0
"['Volume', 'FEDFUNDS', 'USSLIND', 'XTEXVA01CNM667S']",0.25
"['Volume', 'FEDFUNDS', 'USSLIND', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'FEDFUNDS', 'USSLIND', 'XTIMVA01KRM667S']",0.375
"['Volume', 'FEDFUNDS', 'USSLIND', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'USSLIND', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'USSLIND', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'USSLIND', 'IR3TCD01KRM156N']",0.25
"['Volume', 'FEDFUNDS', 'TOTALSA', 'NEWORDER']",0
"['Volume', 'FEDFUNDS', 'TOTALSA', 'UMCSENT']",0
"['Volume', 'FEDFUNDS', 'TOTALSA', 'AMBNS']",0.25
"['Volume', 'FEDFUNDS', 'TOTALSA', 'EXJPUS']",0
"['Volume', 'FEDFUNDS', 'TOTALSA', 'EXKOUS']",0.25
"['Volume', 'FEDFUNDS', 'TOTALSA', 'EXCHUS']",0
"['Volume', 'FEDFUNDS', 'TOTALSA', 'T10Y2YM']",0
"['Volume', 'FEDFUNDS', 'TOTALSA', 'XTEXVA01CNM667S']",0
"['Volume', 'FEDFUNDS', 'TOTALSA', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'FEDFUNDS', 'TOTALSA', 'XTIMVA01KRM667S']",0.375
"['Volume', 'FEDFUNDS', 'TOTALSA', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'TOTALSA', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'TOTALSA', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'TOTALSA', 'IR3TCD01KRM156N']",0.125
"['Volume', 'FEDFUNDS', 'NEWORDER', 'UMCSENT']",0
"['Volume', 'FEDFUNDS', 'NEWORDER', 'AMBNS']",0
"['Volume', 'FEDFUNDS', 'NEWORDER', 'EXJPUS']",0
"['Volume', 'FEDFUNDS', 'NEWORDER', 'EXKOUS']",0.25
"['Volume', 'FEDFUNDS', 'NEWORDER', 'EXCHUS']",0.125
"['Volume', 'FEDFUNDS', 'NEWORDER', 'T10Y2YM']",0
"['Volume', 'FEDFUNDS', 'NEWORDER', 'XTEXVA01CNM667S']",0.625
"['Volume', 'FEDFUNDS', 'NEWORDER', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'FEDFUNDS', 'NEWORDER', 'XTIMVA01KRM667S']",0.125
"['Volume', 'FEDFUNDS', 'NEWORDER', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'NEWORDER', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'NEWORDER', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'NEWORDER', 'IR3TCD01KRM156N']",0
"['Volume', 'FEDFUNDS', 'UMCSENT', 'AMBNS']",0.5
"['Volume', 'FEDFUNDS', 'UMCSENT', 'EXJPUS']",0
"['Volume', 'FEDFUNDS', 'UMCSENT', 'EXKOUS']",0
"['Volume', 'FEDFUNDS', 'UMCSENT', 'EXCHUS']",0
"['Volume', 'FEDFUNDS', 'UMCSENT', 'T10Y2YM']",0
"['Volume', 'FEDFUNDS', 'UMCSENT', 'XTEXVA01CNM667S']",0
"['Volume', 'FEDFUNDS', 'UMCSENT', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'FEDFUNDS', 'UMCSENT', 'XTIMVA01KRM667S']",0.625
"['Volume', 'FEDFUNDS', 'UMCSENT', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'UMCSENT', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'UMCSENT', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'UMCSENT', 'IR3TCD01KRM156N']",0.25
"['Volume', 'FEDFUNDS', 'AMBNS', 'EXJPUS']",0.5
"['Volume', 'FEDFUNDS', 'AMBNS', 'EXKOUS']",0.125
"['Volume', 'FEDFUNDS', 'AMBNS', 'EXCHUS']",0
"['Volume', 'FEDFUNDS', 'AMBNS', 'T10Y2YM']",0
"['Volume', 'FEDFUNDS', 'AMBNS', 'XTEXVA01CNM667S']",0.25
"['Volume', 'FEDFUNDS', 'AMBNS', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'FEDFUNDS', 'AMBNS', 'XTIMVA01KRM667S']",0.625
"['Volume', 'FEDFUNDS', 'AMBNS', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'AMBNS', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'AMBNS', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'AMBNS', 'IR3TCD01KRM156N']",0.375
"['Volume', 'FEDFUNDS', 'EXJPUS', 'EXKOUS']",0.25
"['Volume', 'FEDFUNDS', 'EXJPUS', 'EXCHUS']",0
"['Volume', 'FEDFUNDS', 'EXJPUS', 'T10Y2YM']",0
"['Volume', 'FEDFUNDS', 'EXJPUS', 'XTEXVA01CNM667S']",0
"['Volume', 'FEDFUNDS', 'EXJPUS', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'FEDFUNDS', 'EXJPUS', 'XTIMVA01KRM667S']",0.25
"['Volume', 'FEDFUNDS', 'EXJPUS', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'EXJPUS', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'EXJPUS', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'EXJPUS', 'IR3TCD01KRM156N']",0
"['Volume', 'FEDFUNDS', 'EXKOUS', 'EXCHUS']",0.25
"['Volume', 'FEDFUNDS', 'EXKOUS', 'T10Y2YM']",0
"['Volume', 'FEDFUNDS', 'EXKOUS', 'XTEXVA01CNM667S']",0.5
"['Volume', 'FEDFUNDS', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'FEDFUNDS', 'EXKOUS', 'XTIMVA01KRM667S']",0.5
"['Volume', 'FEDFUNDS', 'EXKOUS', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'EXKOUS', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'EXKOUS', 'LRUNTTTTKRM156S']",0.25
"['Volume', 'FEDFUNDS', 'EXKOUS', 'IR3TCD01KRM156N']",0.5
"['Volume', 'FEDFUNDS', 'EXCHUS', 'T10Y2YM']",0
"['Volume', 'FEDFUNDS', 'EXCHUS', 'XTEXVA01CNM667S']",0
"['Volume', 'FEDFUNDS', 'EXCHUS', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'FEDFUNDS', 'EXCHUS', 'XTIMVA01KRM667S']",0.25
"['Volume', 'FEDFUNDS', 'EXCHUS', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'EXCHUS', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'EXCHUS', 'LRUNTTTTKRM156S']",0.125
"['Volume', 'FEDFUNDS', 'EXCHUS', 'IR3TCD01KRM156N']",0
"['Volume', 'FEDFUNDS', 'T10Y2YM', 'XTEXVA01CNM667S']",0
"['Volume', 'FEDFUNDS', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'FEDFUNDS', 'T10Y2YM', 'XTIMVA01KRM667S']",0.25
"['Volume', 'FEDFUNDS', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'T10Y2YM', 'IR3TCD01KRM156N']",0
"['Volume', 'FEDFUNDS', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'FEDFUNDS', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0.5
"['Volume', 'FEDFUNDS', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0.125
"['Volume', 'FEDFUNDS', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0
"['Volume', 'FEDFUNDS', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0
"['Volume', 'FEDFUNDS', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['Volume', 'FEDFUNDS', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.375
"['Volume', 'FEDFUNDS', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
"['Volume', 'FEDFUNDS', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'KORPROINDMISMEI', 'IR3TCD01KRM156N']",0
"['Volume', 'FEDFUNDS', 'KORCPIALLMINMEI', 'LRUNTTTTKRM156S']",0
"['Volume', 'FEDFUNDS', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",0.125
"['Volume', 'FEDFUNDS', 'LRUNTTTTKRM156S', 'IR3TCD01KRM156N']",0.125
"['Volume', 'USSLIND', 'TOTALSA', 'NEWORDER']",0.125
"['Volume', 'USSLIND', 'TOTALSA', 'UMCSENT']",0.375
"['Volume', 'USSLIND', 'TOTALSA', 'AMBNS']",0.375
"['Volume', 'USSLIND', 'TOTALSA', 'EXJPUS']",0
"['Volume', 'USSLIND', 'TOTALSA', 'EXKOUS']",0.5
"['Volume', 'USSLIND', 'TOTALSA', 'EXCHUS']",0.125
"['Volume', 'USSLIND', 'TOTALSA', 'T10Y2YM']",0
"['Volume', 'USSLIND', 'TOTALSA', 'XTEXVA01CNM667S']",0.75
"['Volume', 'USSLIND', 'TOTALSA', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'USSLIND', 'TOTALSA', 'XTIMVA01KRM667S']",0.25
"['Volume', 'USSLIND', 'TOTALSA', 'KORPROINDMISMEI']",0
"['Volume', 'USSLIND', 'TOTALSA', 'KORCPIALLMINMEI']",0
"['Volume', 'USSLIND', 'TOTALSA', 'LRUNTTTTKRM156S']",0
"['Volume', 'USSLIND', 'TOTALSA', 'IR3TCD01KRM156N']",0.25
"['Volume', 'USSLIND', 'NEWORDER', 'UMCSENT']",0.375
"['Volume', 'USSLIND', 'NEWORDER', 'AMBNS']",0.375
"['Volume', 'USSLIND', 'NEWORDER', 'EXJPUS']",0.5
"['Volume', 'USSLIND', 'NEWORDER', 'EXKOUS']",0.375
"['Volume', 'USSLIND', 'NEWORDER', 'EXCHUS']",0.375
"['Volume', 'USSLIND', 'NEWORDER', 'T10Y2YM']",0.25
"['Volume', 'USSLIND', 'NEWORDER', 'XTEXVA01CNM667S']",0.375
"['Volume', 'USSLIND', 'NEWORDER', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'USSLIND', 'NEWORDER', 'XTIMVA01KRM667S']",0.375
"['Volume', 'USSLIND', 'NEWORDER', 'KORPROINDMISMEI']",0.125
"['Volume', 'USSLIND', 'NEWORDER', 'KORCPIALLMINMEI']",0
"['Volume', 'USSLIND', 'NEWORDER', 'LRUNTTTTKRM156S']",0
"['Volume', 'USSLIND', 'NEWORDER', 'IR3TCD01KRM156N']",0.5
"['Volume', 'USSLIND', 'UMCSENT', 'AMBNS']",0.75
"['Volume', 'USSLIND', 'UMCSENT', 'EXJPUS']",0.125
"['Volume', 'USSLIND', 'UMCSENT', 'EXKOUS']",0.875
"['Volume', 'USSLIND', 'UMCSENT', 'EXCHUS']",0.5
"['Volume', 'USSLIND', 'UMCSENT', 'T10Y2YM']",0
"['Volume', 'USSLIND', 'UMCSENT', 'XTEXVA01CNM667S']",0.875
"['Volume', 'USSLIND', 'UMCSENT', 'GACDFSA066MSFRBPHI']",0.25
"['Volume', 'USSLIND', 'UMCSENT', 'XTIMVA01KRM667S']",0.75
"['Volume', 'USSLIND', 'UMCSENT', 'KORPROINDMISMEI']",0.125
"['Volume', 'USSLIND', 'UMCSENT', 'KORCPIALLMINMEI']",0
"['Volume', 'USSLIND', 'UMCSENT', 'LRUNTTTTKRM156S']",0.125
"['Volume', 'USSLIND', 'UMCSENT', 'IR3TCD01KRM156N']",0.75
"['Volume', 'USSLIND', 'AMBNS', 'EXJPUS']",0.625
"['Volume', 'USSLIND', 'AMBNS', 'EXKOUS']",0.25
"['Volume', 'USSLIND', 'AMBNS', 'EXCHUS']",0.375
"['Volume', 'USSLIND', 'AMBNS', 'T10Y2YM']",0
"['Volume', 'USSLIND', 'AMBNS', 'XTEXVA01CNM667S']",0.875
"['Volume', 'USSLIND', 'AMBNS', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'USSLIND', 'AMBNS', 'XTIMVA01KRM667S']",0.25
"['Volume', 'USSLIND', 'AMBNS', 'KORPROINDMISMEI']",0.125
"['Volume', 'USSLIND', 'AMBNS', 'KORCPIALLMINMEI']",0
"['Volume', 'USSLIND', 'AMBNS', 'LRUNTTTTKRM156S']",0.125
"['Volume', 'USSLIND', 'AMBNS', 'IR3TCD01KRM156N']",0.875
"['Volume', 'USSLIND', 'EXJPUS', 'EXKOUS']",0.25
"['Volume', 'USSLIND', 'EXJPUS', 'EXCHUS']",0
"['Volume', 'USSLIND', 'EXJPUS', 'T10Y2YM']",0
"['Volume', 'USSLIND', 'EXJPUS', 'XTEXVA01CNM667S']",0.375
"['Volume', 'USSLIND', 'EXJPUS', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'USSLIND', 'EXJPUS', 'XTIMVA01KRM667S']",0.375
"['Volume', 'USSLIND', 'EXJPUS', 'KORPROINDMISMEI']",0
"['Volume', 'USSLIND', 'EXJPUS', 'KORCPIALLMINMEI']",0
"['Volume', 'USSLIND', 'EXJPUS', 'LRUNTTTTKRM156S']",0
"['Volume', 'USSLIND', 'EXJPUS', 'IR3TCD01KRM156N']",0
"['Volume', 'USSLIND', 'EXKOUS', 'EXCHUS']",0.375
"['Volume', 'USSLIND', 'EXKOUS', 'T10Y2YM']",0.125
"['Volume', 'USSLIND', 'EXKOUS', 'XTEXVA01CNM667S']",0.875
"['Volume', 'USSLIND', 'EXKOUS', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'USSLIND', 'EXKOUS', 'XTIMVA01KRM667S']",0.375
"['Volume', 'USSLIND', 'EXKOUS', 'KORPROINDMISMEI']",0.25
"['Volume', 'USSLIND', 'EXKOUS', 'KORCPIALLMINMEI']",0.375
"['Volume', 'USSLIND', 'EXKOUS', 'LRUNTTTTKRM156S']",0.25
"['Volume', 'USSLIND', 'EXKOUS', 'IR3TCD01KRM156N']",0.625
"['Volume', 'USSLIND', 'EXCHUS', 'T10Y2YM']",0.125
"['Volume', 'USSLIND', 'EXCHUS', 'XTEXVA01CNM667S']",0.5
"['Volume', 'USSLIND', 'EXCHUS', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'USSLIND', 'EXCHUS', 'XTIMVA01KRM667S']",0.5
"['Volume', 'USSLIND', 'EXCHUS', 'KORPROINDMISMEI']",0.125
"['Volume', 'USSLIND', 'EXCHUS', 'KORCPIALLMINMEI']",0
"['Volume', 'USSLIND', 'EXCHUS', 'LRUNTTTTKRM156S']",0.125
"['Volume', 'USSLIND', 'EXCHUS', 'IR3TCD01KRM156N']",0.5
"['Volume', 'USSLIND', 'T10Y2YM', 'XTEXVA01CNM667S']",0.125
"['Volume', 'USSLIND', 'T10Y2YM', 'GACDFSA066MSFRBPHI']",0
"['Volume', 'USSLIND', 'T10Y2YM', 'XTIMVA01KRM667S']",0.125
"['Volume', 'USSLIND', 'T10Y2YM', 'KORPROINDMISMEI']",0
"['Volume', 'USSLIND', 'T10Y2YM', 'KORCPIALLMINMEI']",0
"['Volume', 'USSLIND', 'T10Y2YM', 'LRUNTTTTKRM156S']",0
"['Volume', 'USSLIND', 'T10Y2YM', 'IR3TCD01KRM156N']",0
"['Volume', 'USSLIND', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",0.125
"['Volume', 'USSLIND', 'XTEXVA01CNM667S', 'XTIMVA01KRM667S']",0.75
"['Volume', 'USSLIND', 'XTEXVA01CNM667S', 'KORPROINDMISMEI']",0.125
"['Volume', 'USSLIND', 'XTEXVA01CNM667S', 'KORCPIALLMINMEI']",0
"['Volume', 'USSLIND', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",0.125
"['Volume', 'USSLIND', 'XTEXVA01CNM667S', 'IR3TCD01KRM156N']",0.75
"['Volume', 'USSLIND', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",0
"['Volume', 'USSLIND', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",0
"['Volume', 'USSLIND', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",0
"['Volume', 'USSLIND', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",0
"['Volume', 'USSLIND', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",0.125
"['Volume', 'USSLIND', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",0
"['Volume', 'USSLIND', 'XTIMVA01KRM667S', 'KORCPIALLMINMEI']",0.25
"['Volume', 'USSLIND', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",0.125
"['Volume', 'USSLIND', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",0.75
"['Volume', 'USSLIND', 'KORPROINDMISMEI', 'KORCPIALLMINMEI']",0
